id,name,address,lat,lng,price,site_url,ev_type,charger_count,output,max_current,category,charging_fee,parking_fee,contact,reservation,manufacturer,auth,notes,image_url,affiliate_url,lat_lng,source
1276,フォーシーズン湯郷,岡山県美作市湯郷878-1,34.9909247,134.1331297,"4,091円〜（消費税込4,500円〜）",https://www.yunogou.jp/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【設置位置】施設西 (白の建物前)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
      （1）都度支払い
      10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
      （2）「エネチェンジパスポート」での定額支払い
      月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=134912,https://travel.rakuten.co.jp/HOTEL/134912/134912.html,"34.9909247,134.1331297",https://ev.gogo.gs/detail/268u8bvz
1277,フォーシーズンズホテル京都,京都府京都市東山区妙法院前側町445-3,34.9911813,135.7757224,-,https://www.fourseasons.com/jp/kyoto/,テスラ,1台,16kW,-,スーパーチャージャー以外,不明,有料,必要,不可,テスラモーターズ,,【利用案内】施設ご利用のお客様のみ・フロントにて申込み下さい / 【充電設備】テスラウォールコネクター 1台,https://img.travel.rakuten.co.jp/image/imgr_90?no=180132,https://travel.rakuten.co.jp/HOTEL/180132/180132.html,"34.9911813,135.7757224",https://ev.gogo.gs/detail/26k905zq
1278,清次郎の湯 ゆのごう館  /  (株)湯郷ホスピタリティ,岡山県美作市湯郷906-1,34.9913414,134.1319099,"4,364円〜（消費税込4,800円〜）",https://www.yunogokan.com/,普通,2台,3.2kW,16A,ポール型ケーブル付き,有料,無料,必要,不可,豊田自動織機,,【利用案内】施設利用者のみ利用可・フロントにて申込み下さい /,https://img.travel.rakuten.co.jp/image/imgr_90?no=50540,https://travel.rakuten.co.jp/HOTEL/50540/50540.html,"34.9913414,134.1319099",https://ev.gogo.gs/detail/1soj3gcg
1279,花の宿 にしき園,岡山県美作市湯郷840-1,34.9919046,134.1343233,"8,819円〜（消費税込9,700円〜）",http://www.nishikien.jp/,テスラ/普通,2台 / 1台,8kW / 3kW / 6kW,40A / 15A,ポール型ケーブル付き / コンセントのみ / スーパーチャージャー以外,不明 / 無料,無料,必要,不可,アウディ / Panasonic / テスラモーターズ,," / 【利用案内】施設ご利用のお客様のみ・フロントにて申込み下さい
【充電設備】アウディデスティネーションチャージングステーション・アウディ車優先ですが他メーカー車も利用可
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【利用案内】施設ご利用のお客様のみ・フロントにて申込み下さい / 【利用案内】施設ご利用のお客様のみ・フロントにて申込み下さい
【充電設備】テスラウォールコネクター 1台",https://img.travel.rakuten.co.jp/image/imgr_90?no=6184,https://travel.rakuten.co.jp/HOTEL/6184/6184.html,"34.9919046,134.1343233",https://ev.gogo.gs/detail/1y9shylg
1280,デュシタニ京都,京都府京都市下京区西洞院通正面上ル西洞院町466,34.991961,135.755028,"22,972円〜（消費税込25,269円〜）",https://www.dusit.com/dusitthani-kyoto/ja/,普通,2台,8kW,40A,ポール型ケーブル付き,不明,有料,必要,可能,アウディ / ポルシェ,,"【利用案内】施設利用者のみ・予約制・フロントにて申込み下さい
【充電設備】ポルシェ,アウディデスティネーションチャージングステーション・ポルシェ,アウディ車優先ですが他メーカー車も利用可
【注意】最大出力(参考値)は対応車での充電時のみ対応 / ",https://img.travel.rakuten.co.jp/image/imgr_90?no=187320,https://travel.rakuten.co.jp/HOTEL/187320/187320.html,"34.991961,135.755028",https://ev.gogo.gs/detail/26meeo0o
1281,湯郷温泉 和モダンな宿 かつらぎ,岡山県美作市湯郷800,34.9923188,134.1342473,"2,455円〜（消費税込2,700円〜）",http://www.team-samourai.com/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,DMM,DMM EV ON,【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】10分/55円 (3kW相当適応時は表示金額の半額),https://img.travel.rakuten.co.jp/image/imgr_90?no=16611,https://travel.rakuten.co.jp/HOTEL/16611/16611.html,"34.9923188,134.1342473",https://ev.gogo.gs/detail/27enw3ty
1282,ポピースプリングス リゾート&スパ (Terra)  /  (株)湯郷グランドホテル,岡山県美作市湯郷538-1,34.9923484,134.1345923,"7,000円〜（消費税込7,700円〜）",https://www.poppy.co.jp/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge," / 【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応
【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください
【注意】最大出力(参考値)は対応車での充電時のみ対応",https://img.travel.rakuten.co.jp/image/imgr_90?no=17794,https://travel.rakuten.co.jp/HOTEL/17794/17794.html,"34.9923484,134.1345923",https://ev.gogo.gs/detail/291p04yz
1283,ポピースプリングス リゾート&スパ  /  (株)湯郷グランドホテル,岡山県美作市湯郷538-1,34.9923484,134.1345923,"7,000円〜（消費税込7,700円〜）",https://www.poppy.co.jp/,テスラ,2台,10kW,-,スーパーチャージャー以外,無料,無料,必要,可能,テスラモーターズ,,【利用案内】事前連絡の上フロントにて申込み下さい / 【充電設備】テスラウォールコネクター 2台,https://img.travel.rakuten.co.jp/image/imgr_90?no=17794,https://travel.rakuten.co.jp/HOTEL/17794/17794.html,"34.9923484,134.1345923",https://ev.gogo.gs/detail/1tsa68ds
1284,美作湯郷温泉 湯郷グランドホテル  /  (株)湯郷グランドホテル,岡山県美作市湯郷581-2,34.9928649,134.1364397,"5,000円〜（消費税込5,500円〜）",https://www.yunogo.co.jp/,普通,3台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"※充電器3基中2基の休止情報がございます。
【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=19776,https://travel.rakuten.co.jp/HOTEL/19776/19776.html,"34.9928649,134.1364397",https://ev.gogo.gs/detail/26av6cuz
1285,オレンジ村 オートキャンプ場＆千倉オレンジセンター  /  野宮農園,千葉県南房総市千倉町久保1494,34.9939606,139.9562969,,https://orangemura.com/,普通,2台,3kW,15A,コンセントのみ,有料,不明,不要,不可,Panasonic,everiwa,"【利用案内】スマートフォン用アプリ「everiwa」の登録が必要
　ご利用時はオレンジ村受付へ「EV充電器使用」とお声かけください・充電ケーブルが必要です / 利用時間、充電料金、駐車料金等の利用詳細はeveriwaアプリにてご確認下さい",,,"34.9939606,139.9562969",https://ev.gogo.gs/detail/27oignuz
1286,天女の館 羽衣ホテル (Terra)  /  (株)羽衣ホテル,静岡県静岡市清水区三保1282-1,34.9946194,138.5220443,"12,000円〜（消費税込13,200円〜）",https://hagoromo-hotel.co.jp/,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=7314,https://travel.rakuten.co.jp/HOTEL/7314/7314.html,"34.9946194,138.5220443",https://ev.gogo.gs/detail/26axnh5z
1287,天女の館 羽衣ホテル  /  (株)羽衣ホテル,静岡県静岡市清水区三保1282-1,34.9946194,138.5220443,"12,000円〜（消費税込13,200円〜）",https://hagoromo-hotel.co.jp/,普通,1台,3.2kW,16A,ポール型ケーブル付き,有料,無料,必要,不可,豊田自動織機,,【利用案内】施設利用者のみ利用可・フロントにて申込み下さい /,https://img.travel.rakuten.co.jp/image/imgr_90?no=7314,https://travel.rakuten.co.jp/HOTEL/7314/7314.html,"34.9946194,138.5220443",https://ev.gogo.gs/detail/1t86hy9a
1288,SOUTHBIRDINN,千葉県南房総市白子2591-1,34.9955621,139.9710398,"7,182円〜（消費税込7,900円〜）",https://s-birdinn.amebaownd.com/,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
      （1）都度支払い
      10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
      （2）「エネチェンジパスポート」での定額支払い
      月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=70359,https://travel.rakuten.co.jp/HOTEL/70359/70359.html,"34.9955621,139.9710398",https://ev.gogo.gs/detail/24ustfdr
1289,京都東急ホテル  /  (株)東京ホテルズ,京都府京都市下京区柿本町580,34.9972251,135.7504907,,https://www.tokyuhotels.co.jp/kyoto-h/index.html,普通,2台,8kW,40A,ポール型ケーブル付き,条件付無料,条件付無料,必要,不可,ポルシェ,,"【利用案内】施設利用者のみ利用可・フロントにて申込み下さい
【充電設備】ポルシェデスティネーションチャージングステーション・ポルシェ車優先ですが他メーカー車も利用可
【駐車料金】1泊/2,000円・お食事利用は3時間まで無料
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】ポルシェ車:無料 / 他車両:1回/1,000円",,,"34.9972251,135.7504907",https://ev.gogo.gs/detail/240t4h0n
1290,こんだ薬師温泉 ぬくもりの郷  /  丹波篠山市,兵庫県丹波篠山市今田町今田新田21-10,34.9991105,135.1049616,,https://yume-konda.com/,急速,1台,20kW,40A,中速（20 - 39kW）,有料,無料,不要,不可,ニチコン,"日産ZESP3
三菱自動車 電動車両サポート
エネゲート エコQ電
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 急速充電器用
BMW Charging 急速・普通併用

EV 充電認証カード料金表"," / 【充電時間】1回30分まで
【充電料金】エコQ電:1分/50円            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"34.9991105,135.1049616",https://ev.gogo.gs/detail/1v0k2k2q
1291,ホテルサンクレスト,滋賀県湖南市岩根中央1-33,35.0004911,136.1179415,,https://www.hotel-suncrest.com/,普通,3台,6kW,30A,ポール型ケーブル付き,有料,条件付無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【設置位置】ホテル北側駐車場
【利用案内】宿泊利用の場合のみ0~9時利用可
【駐車料金】宿泊以外での利用の場合は有料 フロントへお声掛け下さい
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
      （1）都度支払い
      10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
      （2）「エネチェンジパスポート」での定額支払い
      月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"35.0004911,136.1179415",https://ev.gogo.gs/detail/25usrry8
1292,GOOD NATURE HOTEL KYOTO (P1 3階)  /  (株)ビオスタイル,京都府京都市下京区稲荷町318-6,35.0025128,135.768908,,https://goodnaturehotels.com/ja/home-ja/,普通,2台,4kW,20A,ポール型ケーブル付き,無料,条件付無料,不要,不可,Panasonic,,"※設備不良で充電器がご利用頂けない可能性がございます。
【設置位置】P1立体駐車場 3階D区画
【駐車料金】1泊/3,000円 入庫後60分まで600円 以降30分/300円・提携施設の利用でサービスあり / ",,,"35.0025128,135.768908",https://ev.gogo.gs/detail/24ajx6xd
